merchant_city,merchant_state,jumlah_transaksi,total_volume,avg_transaksi
Iva,SC,13,1023.69,78.745385
Jackson,WY,13,443.33,34.102308
Kaplan,LA,13,577.47,44.420769
Kenyon,MN,13,222.89,17.145385
Keysville,VA,13,448.65,34.511538
Kingman,KS,13,374.79,28.830000
Knightdale,NC,13,385.40,29.646154
Knox,PA,13,487.23,37.479231
Kodak,TN,13,6738.13,518.317692
Lahaina,HI,13,299.24,23.018462
"Lake City",MN,13,139.50,10.730769
"Lake Lure",NC,13,796.29,61.253077
Lakota,ND,13,498.98,38.383077
Langhorne,PA,13,960.20,73.861538
Lewisburg,WV,13,256.63,19.740769
Libby,MT,13,1008.75,77.596154
Easton,WA,12,195.25,16.270833
"Eighty Four",PA,12,105.78,8.815000
Elkhart,KS,12,281.79,23.482500
Fairland,OK,12,540.45,45.037500
"Falcon Heights",TX,12,140.32,11.693333
"Fall River",WI,12,539.10,44.925000
"Fort Dodge",IA,12,668.49,55.707500
Fountainville,PA,12,1241.34,103.445000
Franklin,GA,12,354.21,29.517500
Galesburg,IL,12,621.60,51.800000
Gambier,OH,12,586.86,48.905000
Georgetown,MA,12,891.12,74.260000
Germantown,WI,12,408.17,34.014167
Gillett,PA,12,306.70,25.558333
"Goose Creek",SC,12,691.84,57.653333
"Green Lane",PA,12,-16.53,-1.377500
Greensboro,MD,12,246.98,20.581667
Hackensack,MN,12,713.80,59.483333
"Haltom City",TX,12,271.87,22.655833
Hamilton,GA,12,249.63,20.802500
Hanover,MI,12,460.35,38.362500
Harrisburg,NC,12,322.07,26.839167
Harrisburg,SD,12,265.65,22.137500
Harrisville,RI,12,424.07,35.339167
Hastings,MN,12,237.96,19.830000
Holtsville,NY,12,222.87,18.572500
Homer,MI,12,385.58,32.131667
"Homer Glen",IL,12,526.41,43.867500
"Honeoye Falls",NY,12,295.26,24.605000
Jacksonville,NC,12,796.43,66.369167
Jamesville,NC,12,142.75,11.895833
"Jensen Beach",FL,12,248.53,20.710833
Kaufman,TX,12,450.80,37.566667
Kenmore,WA,12,635.76,52.980000
Kernersville,NC,12,2865.13,238.760833
Kittery,ME,12,234.31,19.525833
"La Pine",OR,12,625.55,52.129167
"La Puente",CA,12,766.99,63.915833
"Laguna Niguel",CA,12,826.25,68.854167
"Land O Lakes",FL,12,6329.81,527.484167
Larkspur,CO,12,219.77,18.314167
Laughlin,NV,12,493.27,41.105833
Richland,WA,12,302.48,25.206667
Rienzi,MS,12,213.71,17.809167
"Rio de Janeiro",Brazil,12,585.93,48.827500
Riverside,CT,12,65.55,5.462500
Rochester,WA,12,28.51,2.375833
Rockwood,PA,12,359.65,29.970833
Rustburg,VA,12,212.10,17.675000
Sadieville,KY,12,536.81,44.734167
"Saint Clair Shores",MI,12,483.36,40.280000
"Saint Peter",MN,12,132.26,11.021667
Salem,MA,12,399.43,33.285833
"San Saba",TX,12,231.15,19.262500
"San Ysidro",NM,12,1060.06,88.338333
"Santa Rosa",TX,12,120.54,10.045000
Saucier,MS,12,267.51,22.292500
"Sautee Nacoochee",GA,12,392.99,32.749167
"Schiller Park",IL,12,553.58,46.131667
Sebewaing,MI,12,871.69,72.640833
Seneca,SC,12,824.88,68.740000
Sheffield,MA,12,111.00,9.250000
"Sierra Vista",AZ,12,201.83,16.819167
Slatersville,RI,12,65.98,5.498333
Smackover,AR,12,294.96,24.580000
Somerset,KY,12,752.64,62.720000
"South Webster",OH,12,542.74,45.228333
Spearfish,SD,12,476.30,39.691667
Spicewood,TX,12,399.43,33.285833
"Spring Lake",NC,12,964.75,80.395833
Springer,NM,12,1520.00,126.666667
Starkville,MS,12,458.97,38.247500
"Steamboat Springs",CO,12,426.21,35.517500
Summit,MS,12,293.52,24.460000
Sylvester,GA,12,667.78,55.648333
Talihina,OK,12,7901.52,658.460000
Tarrytown,NY,12,1456.16,121.346667
Thornton,CO,12,316.73,26.394167
Tippecanoe,OH,12,449.24,37.436667
Topanga,CA,12,96.71,8.059167
"Town Creek",AL,12,626.79,52.232500
Triadelphia,WV,12,443.62,36.968333
Tullahoma,TN,12,453.47,37.789167
"Twentynine Palms",CA,12,513.80,42.816667
Union,ME,12,739.37,61.614167
Unionville,MO,12,602.73,50.227500
Urbana,MO,12,567.17,47.264167
Utopia,TX,12,219.96,18.330000
"Van Buren",IN,12,3421.22,285.101667
Vass,NC,12,353.46,29.455000
"Vernon Hills",IL,12,137.26,11.438333
"Wall Lake",IA,12,414.71,34.559167
Wanblee,SD,12,23.20,1.933333
Waterford,CA,12,475.45,39.620833
Waterford,CT,12,740.00,61.666667
"Webb City",MO,12,6922.66,576.888333
Webster,MA,12,136.27,11.355833
"West Haverstraw",NY,12,750.45,62.537500
"West Memphis",AR,12,668.95,55.745833
"West Point",MS,12,658.74,54.895000
"West Sand Lake",NY,12,835.44,69.620000
Westerly,RI,12,1011.41,84.284167
Willcox,AZ,12,856.78,71.398333
Willis,TX,12,235.20,19.600000
Winnetka,IL,12,516.02,43.001667
"Yates City",IL,12,493.09,41.090833
Adel,GA,12,360.19,30.015833
Alba,TX,12,692.27,57.689167
Alliance,OH,12,8185.55,682.129167
Altamont,UT,12,428.25,35.687500
Alvarado,TX,12,1154.07,96.172500
Andalusia,IL,12,242.90,20.241667
Ardmore,AL,12,376.18,31.348333
Atlanta,MO,12,201.03,16.752500
"Avon Lake",OH,12,274.83,22.902500
Barton,VT,12,510.46,42.538333
Bear,DE,12,729.59,60.799167
"Beech Grove",IN,12,215.31,17.942500
Belmont,WV,12,269.19,22.432500
Bensenville,IL,12,731.61,60.967500
Bernardsville,NJ,12,2035.01,169.584167
Blandford,MA,12,312.54,26.045000
Brandywine,MD,12,371.93,30.994167
Brookhaven,MS,12,1975.45,164.620833
Brookings,SD,12,533.68,44.473333
Brookline,MA,12,647.06,53.921667
Bushkill,PA,12,166.53,13.877500
Cairo,GA,12,1574.59,131.215833
Calabasas,CA,12,878.07,73.172500
Canaan,ME,12,303.48,25.290000
Canandaigua,NY,12,447.54,37.295000
"Canyon Lake",TX,12,1300.47,108.372500
"Capistrano Beach",CA,12,505.49,42.124167
Carson,CA,12,4649.19,387.432500
Casa,AR,12,909.18,75.765000
Cecilia,KY,12,1282.85,106.904167
"Cedar Knolls",NJ,12,1556.50,129.708333
"Center Point",IA,12,333.35,27.779167
Centerburg,OH,12,488.46,40.705000
Clearlake,CA,12,294.37,24.530833
"Coal Valley",IL,12,141.95,11.829167
Coaldale,PA,12,599.54,49.961667
Copperopolis,CA,12,211.26,17.605000
Cottageville,SC,12,604.59,50.382500
Custer,SD,12,301.25,25.104167
Dayton,MD,12,137.09,11.424167
Delhi,CA,12,246.11,20.509167
Delmont,PA,12,785.52,65.460000
Demarest,NJ,12,140.28,11.690000
Denmark,WI,12,221.57,18.464167
"Denver City",TX,12,371.38,30.948333
Dexter,OR,12,480.66,40.055000
Douglas,AZ,12,466.11,38.842500
Drums,PA,12,462.48,38.540000
Dublin,TX,12,241.32,20.110000
Dublin,VA,12,8958.85,746.570833
Dumas,TX,12,619.16,51.596667
Lincolnton,NC,12,440.45,36.704167
Lithonia,GA,12,467.79,38.982500
Littleton,NC,12,168.05,14.004167
Mableton,GA,12,393.51,32.792500
Malibu,CA,12,177.09,14.757500
Mantua,OH,12,259.59,21.632500
Manvel,ND,12,131.46,10.955000
Markesan,WI,12,525.58,43.798333
Marshall,MO,12,141.73,11.810833
Maspeth,NY,12,984.50,82.041667
Metamora,IN,12,98.66,8.221667
Milan,GA,12,307.06,25.588333
Millville,UT,12,1142.82,95.235000
Minot,ND,12,542.56,45.213333
Mio,MI,12,216.97,18.080833
Moncure,NC,12,111.03,9.252500
Montevallo,AL,12,3995.31,332.942500
Montgomery,MN,12,108.91,9.075833
Morris,CT,12,461.15,38.429167
"Moss Point",MS,12,8842.90,736.908333
"Mountain Ranch",CA,12,296.55,24.712500
"Myrtle Point",OR,12,266.79,22.232500
Nashville,AR,12,951.90,79.325000
Nazareth,PA,12,273.49,22.790833
"New Bethlehem",PA,12,618.12,51.510000
"New London",NC,12,376.83,31.402500
Newark,TX,12,245.71,20.475833
"Newberry Springs",CA,12,176.31,14.692500
Newport,OH,12,191.44,15.953333
Oconomowoc,WI,12,1055.58,87.965000
Olathe,CO,12,427.25,35.604167
"Orange Lake",FL,12,314.08,26.173333
Oxford,FL,12,1200.00,100.000000
"Palm Springs",CA,12,341.52,28.460000
"Park Ridge",IL,12,4920.53,410.044167
"Park River",ND,12,132.39,11.032500
"Pearl River",NY,12,294.05,24.504167
Pearson,GA,12,133.33,11.110833
Perry,AR,12,1987.80,165.650000
Phoenixville,PA,12,326.43,27.202500
"Prince George",VA,12,449.37,37.447500
Quartzsite,AZ,12,166.27,13.855833
Racine,WI,12,499.97,41.664167
Reedsville,PA,12,234.07,19.505833
Linden,CA,11,357.06,32.460000
Linden,NJ,11,9422.72,856.610909
"Little Falls",MN,11,271.81,24.710000
Loretto,TN,11,292.81,26.619091
"Los Banos",CA,11,254.91,23.173636
Lowell,AR,11,143.25,13.022727
Magnolia,NC,11,565.68,51.425455
Malone,NY,11,389.56,35.414545
"Mc Grady",NC,11,343.71,31.246364
Mesilla,NM,11,449.62,40.874545
Mocksville,NC,11,383.88,34.898182
"Moncks Corner",SC,11,275.24,25.021818
Montclair,CA,11,221.55,20.140909
Montville,NJ,11,168.88,15.352727
"Mountain View",HI,11,567.49,51.590000
"Mullica Hill",NJ,11,55.20,5.018182
Nanticoke,PA,11,386.21,35.110000
Napoleon,OH,11,205.92,18.720000
Natick,MA,11,707.33,64.302727
"New Market",VA,11,19.31,1.755455
Newark,CA,11,111.76,10.160000
Newkirk,OK,11,6846.05,622.368182
"North Salem",NY,11,318.23,28.930000
Nuevo,CA,11,191.17,17.379091
"Ocean City",MD,11,6519.05,592.640909
"Ocean Springs",MS,11,434.83,39.530000
Oelwein,IA,11,524.72,47.701818
"Ohio City",OH,11,1214.16,110.378182
"Old Greenwich",CT,11,522.92,47.538182
Olean,NY,11,435.66,39.605455
Oley,PA,11,1460.88,132.807273
Onekama,MI,11,381.75,34.704545
Ontonagon,MI,11,486.98,44.270909
Panacea,FL,11,148.89,13.535455
Pendleton,SC,11,223.84,20.349091
Pharr,TX,11,3471.94,315.630909
"Pigeon Forge",TN,11,248.42,22.583636
Poteau,OK,11,317.85,28.895455
"Pounding Mill",VA,11,137.65,12.513636
"Ray City",GA,11,257.53,23.411818
"East Rochester",NY,11,225.20,20.472727
Eden,NC,11,2125.83,193.257273
"El Segundo",CA,11,454.75,41.340909
Enfield,IL,11,436.06,39.641818
Enfield,NC,11,419.49,38.135455
Epsom,NH,11,403.96,36.723636
"Essex Junction",VT,11,427.69,38.880909
Falfurrias,TX,11,934.89,84.990000
"Fall City",WA,11,893.96,81.269091
Farmland,IN,11,267.88,24.352727
"Fleming Island",FL,11,406.20,36.927273
Florida,NY,11,197.17,17.924545
"Fort Lee",NJ,11,797.59,72.508182
Franklin,PA,11,323.08,29.370909
"Front Royal",VA,11,726.13,66.011818
Galliano,LA,11,236.81,21.528182
Gassville,AR,11,409.01,37.182727
Genoa,IL,11,909.27,82.660909
Gerber,CA,11,111.49,10.135455
Glassboro,NJ,11,9127.41,829.764545
Glenmora,LA,11,638.57,58.051818
Glenwood,MN,11,813.71,73.973636
"Good Thunder",MN,11,603.44,54.858182
Granville,IL,11,317.10,28.827273
Gratis,OH,11,1024.53,93.139091
"Green Valley",IL,11,258.37,23.488182
Greenleaf,WI,11,342.40,31.127273
"Greenwood Lake",NY,11,798.29,72.571818
Hagerstown,IN,11,3712.18,337.470909
Hamilton,MI,11,131.68,11.970909
Hamilton,VA,11,397.05,36.095455
Harlem,MT,11,157.45,14.313636
"Harper Woods",MI,11,732.91,66.628182
Hartley,TX,11,173.71,15.791818
Herkimer,NY,11,194.67,17.697273
Herscher,IL,11,108.57,9.870000
Hesston,PA,11,546.74,49.703636
Hewitt,TX,11,740.90,67.354545
Highmore,SD,11,1170.70,106.427273
Hockessin,DE,11,556.51,50.591818
Hoonah,AK,11,8470.81,770.073636
Huntingdon,PA,11,156.81,14.255455
Huntsburg,OH,11,533.80,48.527273
Indiantown,FL,11,175.82,15.983636
Ionia,MI,11,291.51,26.500909
"Isle Of Palms",SC,11,704.52,64.047273
Jackson,NC,11,609.97,55.451818
Jefferson,GA,11,426.25,38.750000
Juneau,AK,11,454.00,41.272727
Kennedale,TX,11,852.13,77.466364
Kingston,WA,11,189.13,17.193636
Kinsale,VA,11,500.46,45.496364
"La Porte City",IA,11,296.84,26.985455
"Lake City",CO,11,364.00,33.090909
"Lake Luzerne",NY,11,823.20,74.836364
"Lake Mills",IA,11,561.20,51.018182
Lakeville,MA,11,271.64,24.694545
Landis,NC,11,84.97,7.724545
Lanesboro,MA,11,244.19,22.199091
Laurel,MS,11,263.64,23.967273
Lawrence,PA,11,1011.37,91.942727
"Le Roy",NY,11,226.43,20.584545
Richland,IN,11,314.56,28.596364
Ripley,OH,11,46.65,4.240909
Riverdale,GA,11,780.82,70.983636
Rockland,MA,11,423.52,38.501818
Rockland,ME,11,23.96,2.178182
"Rogers City",MI,11,114.73,10.430000
"Rose Hill",NC,11,176.24,16.021818
Ruston,LA,11,502.74,45.703636
"Saint Francis",MN,11,8770.08,797.280000
"Saint Stephen",SC,11,349.04,31.730909
"San Joaquin",CA,11,7413.05,673.913636
"Saratoga Springs",UT,11,52.26,4.750909
Savannah,TN,11,203.76,18.523636
Seaford,NY,11,130.02,11.820000
Sedalia,CO,11,280.24,25.476364
Sheridan,OR,11,404.94,36.812727
Slatington,PA,11,182.40,16.581818
"Soddy Daisy",TN,11,709.80,64.527273
"South Burlington",VT,11,584.35,53.122727
Sparta,NJ,11,929.18,84.470909
"Spring Green",WI,11,329.10,29.918182
"Spring Valley",MN,11,209.27,19.024545
Tamaroa,IL,11,100.24,9.112727
Terlingua,TX,11,123.71,11.246364
Tipton,CA,11,853.92,77.629091
"Tuba City",AZ,11,776.84,70.621818
Veneta,OR,11,691.25,62.840909
Vernal,UT,11,343.88,31.261818
Verona,PA,11,821.29,74.662727
Violet,LA,11,106.32,9.665455
Viroqua,WI,11,193.31,17.573636
Wakonda,SD,11,840.00,76.363636
Wallace,NC,11,416.55,37.868182
"Walnut Grove",MN,11,580.73,52.793636
Walton,KY,11,921.24,83.749091
"Warm Springs",GA,11,225.80,20.527273
Warrenton,MO,11,630.18,57.289091
Washington,PA,11,1587.28,144.298182
Wawaka,IN,11,113.63,10.330000
"White Horse Beach",MA,11,270.20,24.563636
Willard,MO,11,929.49,84.499091
Williamsburg,MO,11,1112.91,101.173636
Williamston,MI,11,1056.06,96.005455
Windham,OH,11,128.57,11.688182
Windthorst,TX,11,210.55,19.140909
Woodruff,SC,11,473.30,43.027273
Woodward,OK,11,288.79,26.253636
Agawam,MA,11,988.30,89.845455
Alexandria,LA,11,248.55,22.595455
Algonac,MI,11,619.35,56.304545
Altus,OK,11,468.95,42.631818
Amber,OK,11,170.25,15.477273
Andrews,NC,11,194.37,17.670000
Anthony,NM,11,181.37,16.488182
Anthony,TX,11,241.00,21.909091
Argyle,TX,11,1086.13,98.739091
Ashland,VA,11,336.86,30.623636
Atco,NJ,11,696.44,63.312727
Auburn,MI,11,156.79,14.253636
Auburndale,MA,11,309.59,28.144545
Bealeton,VA,11,763.67,69.424545
"Belle Glade",FL,11,449.82,40.892727
Belmont,CA,11,470.93,42.811818
Belmont,MI,11,441.99,40.180909
"Berkeley Springs",WV,11,392.17,35.651818
Birdsboro,PA,11,691.68,62.880000
Bluffton,IN,11,413.85,37.622727
Boonville,NC,11,1136.00,103.272727
Boulevard,CA,11,526.15,47.831818
"Bound Brook",NJ,11,919.63,83.602727
Brazoria,TX,11,118.82,10.801818
Bristol,RI,11,466.93,42.448182
Brookpark,OH,11,217.67,19.788182
Buchanan,MI,11,309.42,28.129091
Burkesville,KY,11,222.24,20.203636
California,KY,11,418.60,38.054545
Camden,NC,11,959.30,87.209091
"Camp Douglas",WI,11,985.16,89.560000
"Camp Verde",AZ,11,379.72,34.520000
Carbondale,IL,11,466.23,42.384545
Carmi,IL,11,157.43,14.311818
Carroll,IA,11,373.01,33.910000
"Casa Grande",AZ,11,407.69,37.062727
Cashiers,NC,11,577.38,52.489091
Cathlamet,WA,11,622.34,56.576364
Catskill,NY,11,815.80,74.163636
Chalmette,LA,11,677.29,61.571818
Chehalis,WA,11,226.63,20.602727
Chesterfield,MA,11,1326.42,120.583636
Chesterton,IN,11,945.87,85.988182
Chewelah,WA,11,198.12,18.010909
Christiansburg,VA,11,696.17,63.288182
Clendenin,WV,11,201.70,18.336364
Clinton,AR,11,201.16,18.287273
Cloutierville,LA,11,239.68,21.789091
Clyo,GA,11,346.14,31.467273
Colfax,NC,11,273.55,24.868182
Colfax,WA,11,339.36,30.850909
"College Place",WA,11,8032.20,730.200000
Columbia,NC,11,335.62,30.510909
Cornelia,GA,11,463.13,42.102727
Corryton,TN,11,2095.45,190.495455
Coupeville,WA,11,366.53,33.320909
Cowiche,WA,11,115.19,10.471818
Dalton,MA,11,326.22,29.656364
"Deer Park",WI,11,716.22,65.110909
"Del Norte",CO,11,245.24,22.294545
Dewey,OK,11,403.32,36.665455
Dillon,CO,11,156.57,14.233636
Dixon,IL,11,317.80,28.890909
Dover,AR,11,427.57,38.870000
"Eagle Lake",TX,11,8062.10,732.918182
Earling,IA,11,231.71,21.064545
Alma,MI,10,105.53,10.553000
Alton,NY,10,182.16,18.216000
Amity,AR,10,59.78,5.978000
Anderson,MO,10,416.36,41.636000
Andover,NJ,10,614.72,61.472000
Antigo,WI,10,211.45,21.145000
"Apple Creek",OH,10,139.91,13.991000
Arabi,GA,10,282.56,28.256000
Arcadia,MO,10,281.56,28.156000
Archbold,OH,10,342.86,34.286000
Ashland,MS,10,106.89,10.689000
Astor,FL,10,804.13,80.413000
Bainbridge,OH,10,293.11,29.311000
Bloomfield,KY,10,323.94,32.394000
Blossom,TX,10,302.99,30.299000
"Blue Ridge",GA,10,201.95,20.195000
Bolivar,OH,10,177.92,17.792000
"Bonne Terre",MO,10,128.33,12.833000
Brantley,AL,10,684.71,68.471000
Bremen,IN,10,101.17,10.117000
Bridgewater,CT,10,2885.32,288.532000
"Broadview Heights",OH,10,333.23,33.323000
Bryantown,MD,10,702.64,70.264000
Budapest,Hungary,10,970.33,97.033000
"Buffalo Grove",IL,10,277.24,27.724000
"Bulls Gap",TN,10,310.66,31.066000
Calimesa,CA,10,966.49,96.649000
Canonsburg,PA,10,4468.83,446.883000
Carrollton,MO,10,6177.26,617.726000
Castalia,NC,10,267.44,26.744000
Centreville,MS,10,286.18,28.618000
Chaptico,MD,10,744.22,74.422000
Chase,MI,10,95.07,9.507000
Chesapeake,OH,10,276.67,27.667000
Chugiak,AK,10,132.65,13.265000
Circleville,OH,10,320.51,32.051000
Clarkfield,MN,10,56.73,5.673000
Coeburn,VA,10,443.98,44.398000
Colleyville,TX,10,188.49,18.849000
Conneautville,PA,10,283.82,28.382000
Cooperstown,ND,10,493.95,49.395000
Courtland,VA,10,3263.43,326.343000
"Crystal River",FL,10,252.35,25.235000
Davenport,FL,10,317.40,31.740000
Doylestown,PA,10,515.14,51.514000
Dulles,VA,10,857.89,85.789000
Dunn,NC,10,863.18,86.318000
Duvall,WA,10,383.74,38.374000
Easton,CT,10,397.63,39.763000
Elizabethtown,PA,10,643.55,64.355000
"Elk City",OK,10,409.54,40.954000
Ellendale,ND,10,643.80,64.380000
Equinunk,PA,10,165.15,16.515000
Essex,MD,10,214.67,21.467000
Eton,GA,10,191.93,19.193000
Fairborn,OH,10,490.04,49.004000
Fairfield,CT,10,303.09,30.309000
Farmersville,CA,10,80.55,8.055000
Farmington,NY,10,410.20,41.020000
Farwell,MI,10,5913.69,591.369000
Fleetville,PA,10,204.88,20.488000
Florence,CO,10,130.83,13.083000
"Foothill Ranch",CA,10,390.73,39.073000
"Fort Howard",MD,10,72.08,7.208000
"Fort Stockton",TX,10,339.59,33.959000
Franklin,LA,10,317.01,31.701000
Franklinton,LA,10,288.48,28.848000
"Free Soil",MI,10,362.25,36.225000
Gainesville,MO,10,289.48,28.948000
Gary,IN,10,256.67,25.667000
Glastonbury,CT,10,4175.66,417.566000
Glenshaw,PA,10,137.52,13.752000
"Granite City",IL,10,278.39,27.839000
"Grant City",MO,10,378.93,37.893000
Gratz,PA,10,424.68,42.468000
Greenport,NY,10,200.16,20.016000
Halstead,KS,10,215.84,21.584000
Hampton,TN,10,425.33,42.533000
Hatteras,NC,10,338.02,33.802000
Hazelton,ID,10,413.85,41.385000
Hazlet,NJ,10,439.39,43.939000
Heltonville,IN,10,673.76,67.376000
Henderson,NE,10,6786.34,678.634000
"Highland Park",NJ,10,693.93,69.393000
Hollis,NH,10,1261.02,126.102000
"Honey Brook",PA,10,611.37,61.137000
Hornell,NY,10,304.25,30.425000
Howell,NJ,10,246.53,24.653000
Humphrey,NE,10,818.21,81.821000
"Hyde Park",NY,10,313.21,31.321000
Isleta,NM,10,349.59,34.959000
Jetersville,VA,10,759.34,75.934000
Jewett,TX,10,192.66,19.266000
Kennett,MO,10,321.20,32.120000
Kerrville,TX,10,207.24,20.724000
Klingerstown,PA,10,223.67,22.367000
Kutztown,PA,10,369.24,36.924000
"Laceys Spring",AL,10,132.58,13.258000
"Lake Isabella",CA,10,450.12,45.012000
"Lake Milton",OH,10,262.98,26.298000
Landenberg,PA,10,686.56,68.656000
Leedey,OK,10,245.30,24.530000
Lehighton,PA,10,305.57,30.557000
Lemont,PA,10,94.41,9.441000
Lewis,IN,10,436.06,43.606000
Xenia,OH,10,446.54,44.654000
Yamhill,OR,10,429.69,42.969000
Litchfield,IL,10,466.84,46.684000
"Loma Linda",CA,10,108.23,10.823000
"Lost Nation",IA,10,151.92,15.192000
Machias,ME,10,784.31,78.431000
Macungie,PA,10,3445.20,344.520000
Malvern,AR,10,262.32,26.232000
Manchester,TN,10,129.98,12.998000
Marshall,WI,10,193.81,19.381000
Maysville,NC,10,248.81,24.881000
"Mc Cormick",SC,10,292.17,29.217000
Mcadoo,PA,10,375.00,37.500000
Mecca,CA,10,428.62,42.862000
Merrick,NY,10,136.31,13.631000
Merrill,IA,10,153.12,15.312000
Merrimack,NH,10,342.05,34.205000
Milford,CT,10,369.52,36.952000
Mooresville,IN,10,262.48,26.248000
"Morehead City",NC,10,155.05,15.505000
Morrow,GA,10,600.28,60.028000
Moseley,VA,10,170.88,17.088000
"Mount Gilead",NC,10,945.41,94.541000
Musella,GA,10,319.43,31.943000
Nappanee,IN,10,330.70,33.070000
Nesquehoning,PA,10,600.07,60.007000
"New Buffalo",PA,10,338.83,33.883000
"New Port Richey",FL,10,715.17,71.517000
Newberry,FL,10,3635.96,363.596000
Newton,IA,10,164.65,16.465000
"Ninety Six",SC,10,404.74,40.474000
Novinger,MO,10,65.87,6.587000
"Old Bethpage",NY,10,226.94,22.694000
Onalaska,WI,10,276.78,27.678000
Orem,UT,10,340.51,34.051000
Oronogo,MO,10,48.06,4.806000
Orrington,ME,10,570.55,57.055000
Osawatomie,KS,10,870.14,87.014000
Ozark,MO,10,182.33,18.233000
Pageland,SC,10,450.77,45.077000
Palmyra,PA,10,208.05,20.805000
Pegram,TN,10,350.08,35.008000
Peru,IL,10,288.34,28.834000
Phillips,NE,10,370.70,37.070000
Piedmont,MO,10,134.90,13.490000
Pierre,SD,10,1226.74,122.674000
Portland,PA,10,491.42,49.142000
Potrero,CA,10,237.45,23.745000
Pulaski,TN,10,102.21,10.221000
Quinlan,TX,10,266.90,26.690000
Ralston,OK,10,136.49,13.649000
"Rapid City",MI,10,229.36,22.936000
Richeyville,PA,10,228.13,22.813000
Richmond,KS,10,427.08,42.708000
"Ridge Spring",SC,10,203.05,20.305000
Ringle,WI,10,847.79,84.779000
"Rockaway Park",NY,10,641.83,64.183000
"Rocky Point",NC,10,1065.94,106.594000
"Rolling Fork",MS,10,570.79,57.079000
Russellville,MO,10,399.85,39.985000
"Saint Edward",NE,10,457.55,45.755000
Salem,NM,10,472.04,47.204000
Salyersville,KY,10,206.84,20.684000
Scottdale,GA,10,192.53,19.253000
Seaside,CA,10,478.45,47.845000
Selkirk,NY,10,598.61,59.861000
Shakopee,MN,10,1008.26,100.826000
Shedd,OR,10,263.12,26.312000
Shelby,OH,10,475.76,47.576000
Sheridan,AR,10,573.36,57.336000
"Shermans Dale",PA,10,324.90,32.490000
Shiloh,OH,10,153.01,15.301000
Shutesbury,MA,10,247.34,24.734000
Slanesville,WV,10,615.00,61.500000
Smithville,OH,10,69.39,6.939000
"South Hutchinson",KS,10,139.95,13.995000
Sparta,TN,10,122.85,12.285000
Stafford,VA,10,888.99,88.899000
Stewardson,IL,10,594.32,59.432000
Stewart,TN,10,394.56,39.456000
Stroudsburg,PA,10,411.11,41.111000
"Sullivan City",TX,10,424.98,42.498000
Summertown,TN,10,232.90,23.290000
Sykesville,MD,10,806.42,80.642000
Tahoka,TX,10,948.97,94.897000
Tecumseh,OK,10,435.45,43.545000
Tehachapi,CA,10,296.28,29.628000
Terryville,CT,10,368.06,36.806000
Theodore,AL,10,342.28,34.228000
Theresa,NY,10,320.73,32.073000
Thonotosassa,FL,10,535.51,53.551000
Tieton,WA,10,118.60,11.860000
Titus,AL,10,150.49,15.049000
Toledo,OR,10,309.94,30.994000
Toluca,IL,10,675.41,67.541000
Tonopah,AZ,10,613.38,61.338000
Trinity,NC,10,273.13,27.313000
"Trinity Center",CA,10,374.70,37.470000
Unionville,TN,10,484.61,48.461000
"Upper Tract",WV,10,500.15,50.015000
Valencia,CA,10,245.78,24.578000
Vickery,OH,10,513.99,51.399000
Walker,WV,10,278.29,27.829000
Walkerton,IN,10,275.29,27.529000
Washington,VT,10,250.86,25.086000
"West Columbia",TX,10,194.12,19.412000
"West Roxbury",MA,10,499.15,49.915000
Westfield,PA,10,185.34,18.534000
Weyauwega,WI,10,577.22,57.722000
"White River Junction",VT,10,544.80,54.480000
Whiteface,TX,10,396.88,39.688000
"Wicomico Church",VA,10,602.66,60.266000
Willmar,MN,10,1317.61,131.761000
Winslow,IN,10,293.25,29.325000
Wolcottville,IN,10,642.70,64.270000
Richmond,ME,9,308.56,34.284444
Riverbank,CA,9,115.69,12.854444
Roberts,ID,9,88.77,9.863333
Robesonia,PA,9,415.40,46.155556
Robinson,IL,9,609.04,67.671111
Rockton,PA,9,82.24,9.137778
Rothschild,WI,9,109.58,12.175556
Rusk,TX,9,1306.94,145.215556
"Russell Springs",KY,9,196.54,21.837778
"Ruther Glen",VA,9,158.05,17.561111
Rutherfordton,NC,9,801.44,89.048889
"Saint Charles",MN,9,161.45,17.938889
"Saint Cloud",FL,9,475.69,52.854444
"Saint Jo",TX,9,274.49,30.498889
Salem,AL,9,377.07,41.896667
Salvisa,KY,9,467.39,51.932222
Schoolcraft,MI,9,493.55,54.838889
Schulenburg,TX,9,580.17,64.463333
Seffner,FL,9,362.97,40.330000
Shelton,WA,9,885.61,98.401111
Shortsville,NY,9,234.35,26.038889
"Snow Camp",NC,9,587.34,65.260000
Sonoma,CA,9,525.80,58.422222
Soperton,GA,9,461.25,51.250000
"Sound Beach",NY,9,164.22,18.246667
"South Milwaukee",WI,9,384.72,42.746667
"South Paris",ME,9,312.66,34.740000
Spartansburg,PA,9,217.22,24.135556
Spencer,IN,9,570.09,63.343333
"Spring Grove",MN,9,3456.97,384.107778
Steelville,MO,9,13.24,1.471111
Stevensville,MT,9,86.97,9.663333
Stoutsville,OH,9,170.38,18.931111
"Studio City",CA,9,307.18,34.131111
Sturgis,MS,9,199.05,22.116667
Sturgis,SD,9,115.39,12.821111
Sumiton,AL,9,34.24,3.804444
"Sun City",AZ,9,394.20,43.800000
Sunnyvale,TX,9,378.34,42.037778
Superior,NE,9,228.73,25.414444
